"WHM Name","WH Name","WH ID","Address","District","State","Capacity(in MT)","Registration Date","Registration Valid Upto","Contact No.","Status","Remarks"
"Uttar Pradesh State Warehousing Corporation","SWC Konch","6051648","State Warehouse Naveen Galla Mandi Konch,","Jalaun","UTTAR PRADESH","8365","15-Jul-2021","14-Jul-2026","9076518819","Active",""
"Uttar Pradesh State Warehousing Corporation","UP STATE WAREHOUSE PANKI INDUSTRIAL AREA","6697148","SITE-2 KANPUR NAGAR UTTAR PRADESH,","Kanpur Nagar","UTTAR PRADESH","55150","20-Mar-2023","19-Mar-2028","9076518931","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC ATRAULI","6534697","NEW MANDI SAMITI ATRAULI,","Aligarh","UTTAR PRADESH","7610","29-Sep-2021","28-Sep-2026","9076519030","Active",""
"Uttar Pradesh State Warehousing Corporation","SWC Moth","6652507","Galla Mandi Moth,","Jhansi","UTTAR PRADESH","5000","21-Nov-2022","20-Nov-2027","8840204825","Active",""
"Uttar Pradesh State Warehousing Corporation","Uttar Pradesh State Warehousing Corporation, Warehouse Shikarpur","6538920","U.P. State Warehousing Corporation, State Warehouse, Krishi utpadan mandi Samiti, Mohllah infront of Kheda (Shikarpur)","Bulandshahr","UTTAR PRADESH","8620","27-Oct-2021","26-Oct-2026","9076518818","Active",""
"Uttar Pradesh State Warehousing Corporation","UP STATE WAREHOUSE Atarra","6590319","Naveen Mandi Sthal, Karvi Road Atarra,","Banda","UTTAR PRADESH","15976","01-Jun-2022","31-May-2027","8354840975","Active",""
"Uttar Pradesh State Warehousing Corporation","swc Industrial area lakhimpur","6572671","Behind Akshwani Kendra, Industrial area goal road chauch lakhimpur","Kheri","UTTAR PRADESH","83378","29-Apr-2022","28-Apr-2027","9076518936","Active",""
"Uttar Pradesh State Warehousing Corporation","U.P. STATE WAREHOUSE NAINI PRAYAGRAJ","6540181","NEAR DEY MEDICAL CHAURAHA, U.P.S.I.D.C, NAINI, PRAYAGRAJ,","Allahabad","UTTAR PRADESH","21541","02-Nov-2021","01-Nov-2026","9076518817","Active",""
"Uttar Pradesh State Warehousing Corporation","UP STATE WAREHOUSING CORPORATION STATE WAREHOUSE MANDI SAMITI RUDHAULI","6542252","MANDI SAMITI RUDHAULI,","Basti","UTTAR PRADESH","5000","18-Nov-2021","17-Nov-2026","9450566313","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC BAREILLY CITY","6542070","naveen sthal, pilibhit road bareilly","Bareilly","UTTAR PRADESH","7897","18-Nov-2021","17-Nov-2026","9076518969","Active",""
"Uttar Pradesh State Warehousing Corporation","MANDI BADAUN NEW","6622534","NAVEEN MANDI KAKRALA ROAD BADAUN, NAVEEN MANDI KAKRALA ROAD BADAUN","Budaun","UTTAR PRADESH","5000","29-Aug-2022","28-Aug-2027","9076518976","Active",""
"Uttar Pradesh State Warehousing Corporation","U.P.STATE WAREHOUSE SULTANPUR","6614614","NAVEEN MANDI STHAL GORABARIK AMAHAT, SULTANPUR, NAVEEN MANDI STHAL GORABARIK AMAHAT, SULTANPUR","Sultanpur","UTTAR PRADESH","5720","13-Aug-2022","12-Aug-2027","9076518961","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC AMLONIPUR BHUTA","6542344","bisalpur road bareilly,","Bareilly","UTTAR PRADESH","20000","18-Nov-2021","17-Nov-2026","9076518973","Active",""
"Uttar Pradesh State Warehousing Corporation","Naveen Mandi Moradabad","6550354","Mandi Samiti, Majhola","Moradabad","UTTAR PRADESH","15250","19-Jan-2022","18-Jan-2027","9076518917","Active",""
"Uttar Pradesh State Warehousing Corporation","Maigalganj upswc","6573125","up state warehousing corporation,","Kheri","UTTAR PRADESH","3260","29-Apr-2022","28-Apr-2027","9415567831","Active",""
"Uttar Pradesh State Warehousing Corporation","PALIA KALAN","6541262","UPSWC,","Kheri","UTTAR PRADESH","11760","12-Nov-2021","11-Nov-2026","6390003164","Active",""
"Uttar Pradesh State Warehousing Corporation","U.P. State Warehouse, Fatehpur","6538201","U.P. Sate Warehousing Corporation, Lucknow Road, Pakka Talab, Fatehpur,","Fatehpur","UTTAR PRADESH","59456","27-Oct-2021","26-Oct-2026","9076518817","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC NAUBASTA KANPUR","6536858","NAVIN GALLA MANDI, KANPUR","Kanpur Nagar","UTTAR PRADESH","13070","11-Oct-2021","10-Oct-2026","9076518930","Active",""
"Uttar Pradesh State Warehousing Corporation","SHAHDARA AGRA","6617047","NEAR SHYAM JEE SEVA SADAN FIROZABAD ROAD AGRA,","Agra","UTTAR PRADESH","15770","16-Aug-2022","15-Aug-2027","9076519019","Active",""
"Uttar Pradesh State Warehousing Corporation","U.Pstate ware housingh corporation sikandrabad","6537930","up state warehous corporation, 43 A industrial area GT road jokhabad","Bulandshahr","UTTAR PRADESH","52260","27-Oct-2021","26-Oct-2026","9076518818","Active",""
"Uttar Pradesh State Warehousing Corporation","JASWANTI WARE HOUSING","6801005","VILL CHANT FIROZPUR,PILIBHIT ROAD ,PURANPUR DIST PILIBHIT, VILL CHANT FIROZPUR,PILIBHIT ROAD ,PURANPUR DIST PILIBHIT","Pilibhit","UTTAR PRADESH","18188","07-Nov-2023","06-Nov-2028","9719515732","Active",""
"Uttar Pradesh State Warehousing Corporation","UP State Warehousing Corporation Chauri Chaura","6546394","Mandi Samiti Chauri Chura,","Gorakhpur","UTTAR PRADESH","5000","17-Dec-2021","16-Dec-2026","9076518909","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC JAMAUR-B","6541890","NEAR INDANE GAS BOTTLING KANT JALALABAD ROAD VILLAGE JAMAUR SHAHJAHANPUR,","Shahjahanpur","UTTAR PRADESH","45684","17-Nov-2021","16-Nov-2026","9076518984","Active",""
"Uttar Pradesh State Warehousing Corporation","swc bilaspur","6550446","swc bilaspur, swc bilaspur","Rampur","UTTAR PRADESH","30428","19-Jan-2022","18-Jan-2027","9076518923","Active",""
"Uttar Pradesh State Warehousing Corporation","U.P.State Warehouse Alopibagh Prayagraj","6539464","209, Purapadane, Alopibagh, Prayagraj,","Allahabad","UTTAR PRADESH","29970","30-Oct-2021","29-Oct-2026","9076518817","Active",""
"Uttar Pradesh State Warehousing Corporation","PEG Chitbaragaon","6665731","Naveen Mandi Sthal KUMS, Chitbaragaon","Ballia","UTTAR PRADESH","5000","26-Dec-2022","25-Dec-2027","9076519003","Active",""
"Uttar Pradesh State Warehousing Corporation","swc sambhal","6539373","mandi samiti sambhal, mandi samiti hasanpur road sambhal","Moradabad","UTTAR PRADESH","11340","30-Oct-2021","29-Oct-2026","6390003163","Active",""
"Uttar Pradesh State Warehousing Corporation","U.P.State Warehousing Corporation Tanda","6538748","Aliganj Alahdadpur, Eidgah Road Tanda Ambedkar Nagar, Aliganj Alahdadpur, Eidgah Road Tanda Ambedkar Nagar","Ambedkar Nagar","UTTAR PRADESH","4850","27-Oct-2021","26-Oct-2026","9076518963","Active",""
"Uttar Pradesh State Warehousing Corporation","Mandi samiti chandpur","6597967","Mandi samiti chandpur, Mandi samiti chandpur","Bijnor","UTTAR PRADESH","5000","28-Jun-2022","27-Jun-2027","9076518921","Active",""
"Uttar Pradesh State Warehousing Corporation","UP STATE WAREHOUSING CORPORATION RAGHWAPUR DEORIA","6544779","UP STATE WAREHOUSING CORPORATION RAGHWAPUR DEORIA KASIYA ROAD,","Deoria","UTTAR PRADESH","12180","06-Dec-2021","05-Dec-2026","9076518909","Active",""
"Uttar Pradesh State Warehousing Corporation","MAINPURI AGRA ROAD","6621452","NAVEEN MANDI STHAL AGRA ROAD MAINPURI,","Mainpuri","UTTAR PRADESH","11430","26-Aug-2022","25-Aug-2027","9076519022","Active",""
"Uttar Pradesh State Warehousing Corporation","SWC Orai Mandi Samiti","6271643","Mandi Samiti Orai,","Jalaun","UTTAR PRADESH","17000","27-Jul-2021","26-Jul-2026","9076519005","Active",""
"Uttar Pradesh State Warehousing Corporation","UP SWC NAVEEN MANDI MATHURA","6753578","UP SWC NAVEEN MANDI MATHURA PIN CODE 281004, UP SWC NAVEEN MANDI MATHURA PIN CODE 281004","Mathura","UTTAR PRADESH","9821","10-Jul-2023","09-Jul-2028","6390003159","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC Kalpi","6728463","Naveen Mandi Sthal Kalpi,","Jalaun","UTTAR PRADESH","11639","02-Jun-2023","01-Jun-2028","9076518819","Active",""
"Uttar Pradesh State Warehousing Corporation","swc thakurdura","6558902","swc thakurdura, swc thakurdwara near shiv hari girls inter colleg","Moradabad","UTTAR PRADESH","8906","23-Feb-2022","22-Feb-2027","9076518924","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC AURAIYA","6562862","NAVEEN MANDI SAMITI AURAIYA,","Auraiya","UTTAR PRADESH","11640","22-Mar-2022","21-Mar-2027","9076518927","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC Naveen Mandi Bisauli","6597876","Chandausi Budaun Road,","Budaun","UTTAR PRADESH","5000","27-Jun-2022","26-Jun-2027","9076518978","Active",""
"Uttar Pradesh State Warehousing Corporation","MALIHAMAU","6566913","UPSWC,","Hardoi","UTTAR PRADESH","10080","30-Mar-2022","29-Mar-2027","9076518947","Active",""
"Uttar Pradesh State Warehousing Corporation","FIROZABAD","6622807","NEAR BRAHMDEV MANDIR JALESAR ROAD FIROZABAD,","Firozabad","UTTAR PRADESH","68890","29-Aug-2022","28-Aug-2027","6390003158","Active",""
"Uttar Pradesh State Warehousing Corporation","PIHANI","6598502","UPSWC,","Hardoi","UTTAR PRADESH","41440","30-Jun-2022","29-Jun-2027","7355046434","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC Jaitpur","6670327","Jaitpur, Tahseel-Kulpahad,","Mahoba","UTTAR PRADESH","1260","04-Jan-2023","03-Jan-2028","9565193654","Active",""
"Uttar Pradesh State Warehousing Corporation","Naveen Mandi Meerut","6767073","Naveen Mandi Parisar, Delhi Road","Meerut","UTTAR PRADESH","13460","31-Jul-2023","30-Jul-2028","9076518997","Active",""
"Uttar Pradesh State Warehousing Corporation","SWC MANDI SAMITI GOPIGANJ","6655658","SWC, MANDI SAMITI, GOPIGANJ, BHADOHI","Sant Ravidas Nagar (Bhadohi)","UTTAR PRADESH","5040","30-Nov-2022","29-Nov-2027","9235563791","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC Rampura Banda Road","6538110","Banda Road Puranpur,","Pilibhit","UTTAR PRADESH","33850","27-Oct-2021","26-Oct-2026","9076519036","Active",""
"Uttar Pradesh State Warehousing Corporation","Mandi Samiti Varanasi","6590400","U.P. State WareHousing Corporation Naveen Mandi Sthal Daulatpur Usra,","Varanasi","UTTAR PRADESH","19440","01-Jun-2022","31-May-2027","9075518998","Active",""
"Uttar Pradesh State Warehousing Corporation","PEG RURA","6643506","NAVEEN MANDI SAMITI RURA,","Kanpur Dehat","UTTAR PRADESH","5000","25-Oct-2022","24-Oct-2027","9076518820","Active",""
"Uttar Pradesh State Warehousing Corporation","SWC Rath","6572499","State Warehouse Naveen Galla Mandi Rath,","Hamirpur","UTTAR PRADESH","11400","29-Apr-2022","28-Apr-2027","9076518819","Active",""
"Uttar Pradesh State Warehousing Corporation","U.P. STATE WAREHOUSE PEG KALPI","6540991","Naveen Galla Mandi Kalpi, NAVEEN GALLA MANDI, JHANSI ROAD KALPI","Jalaun","UTTAR PRADESH","5000","11-Nov-2021","10-Nov-2026","7007709557","Active",""
"Uttar Pradesh State Warehousing Corporation","RAMKOT","6541171","UPSWC,","Sitapur","UTTAR PRADESH","35000","12-Nov-2021","11-Nov-2026","6390003153","Active",""
"Uttar Pradesh State Warehousing Corporation","Kirtapur Jaunpur","6616148","U.P. State Warehousing Corporation Kirtapur,","Jaunpur","UTTAR PRADESH","9540","16-Aug-2022","15-Aug-2027","9076518945","Active",""
"Uttar Pradesh State Warehousing Corporation","SWC JANGIPUR GHAZIPUR","6587885","NEAR JANGIPUR CHUNGI UTTAR PRADESH STATE WAREHOUSING CORPORATION, JANGIPUR","Ghazipur","UTTAR PRADESH","2940","31-May-2022","30-May-2027","9076518816","Active",""
"Uttar Pradesh State Warehousing Corporation","BEHJOI (UPSWC)","6768428","Babarala road behjoi,","Moradabad","UTTAR PRADESH","10260","31-Jul-2023","30-Jul-2028","9076518815","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC Parsakhera-First Bareilly","5631645","Road no-04 Parsakhera Bareilly,","Bareilly","UTTAR PRADESH","8064","21-Jun-2021","20-Jun-2026","9076518970","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC JAMAUR-C","6541809","NEAR INDANE GAS BOTTLING PLANT KANT ROAD VILL JAMAUR SHAHJAHANPUR,","Shahjahanpur","UTTAR PRADESH","45846","17-Nov-2021","16-Nov-2026","9076518985","Active",""
"Uttar Pradesh State Warehousing Corporation","U.P. STATE WAREHOUSE JAFARGANJ","6534879","KRISHI UTPADAN MANDI SAMITI DULARI NAGAR JAFARGANJ, AMETHI, KRISHI UTPADAN MANDI SAMITI DULARI NAGAR JAFERGANJ, AMETHI","Sultanpur","UTTAR PRADESH","3260","29-Sep-2021","28-Sep-2026","9076518958","Active",""
"Uttar Pradesh State Warehousing Corporation","UP State Ware house Mandi Samiti Sahiyapur","6597694","Mandi Samiti Sahiyapur,","Siddharthnagar","UTTAR PRADESH","5000","27-Jun-2022","26-Jun-2027","9076518915","Active",""
"Uttar Pradesh State Warehousing Corporation","U.P. State Warehouse, Dhoomanganj","6535140","Naveen Mandi Sthal, Mundera, Prayagraj,","Allahabad","UTTAR PRADESH","12727","30-Sep-2021","29-Sep-2026","9076518817","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC PADAUVA BUDAUN","6541718","NEAR MAHARISHI VIDHA MANDIR ALAPUR ROAD PADAUVA BUDAUN PIN 243601,","Budaun","UTTAR PRADESH","16740","17-Nov-2021","16-Nov-2026","9076518811","Active",""
"Uttar Pradesh State Warehousing Corporation","PEG RASUIYA","6622088","VILLAGE RASUIYA, POST. MAKSOODANPUR BAREILLY, VILLAGE RASUIYA, POST. MAKSOODANPUR BAREILLY","Bareilly","UTTAR PRADESH","105000","29-Aug-2022","28-Aug-2027","9959362232","Active",""
"Uttar Pradesh State Warehousing Corporation","Maharajganj","6572317","UPSWC,","Rae Bareli","UTTAR PRADESH","2790","29-Apr-2022","28-Apr-2027","9076518953","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC Richha Mandi","6597603","Richha Sub Mandi,Jahanabaad Road (Baheri),","Bareilly","UTTAR PRADESH","5000","27-Jun-2022","26-Jun-2027","9076518974","Active",""
"Uttar Pradesh State Warehousing Corporation","UNNAO","6598866","UPSWC,","Unnao","UTTAR PRADESH","16940","01-Jul-2022","30-Jun-2027","9076518950","Active",""
"Uttar Pradesh State Warehousing Corporation","U.P.Swc Haidergarh","6594907","Post Lahi Sahawar,Near Sugar Mill Pokhara, Haidergarh, Barabanki, Post Lahi Sahawar,Near Sugar Mill Pokhara, Haidergarh, Barabanki","Bara Banki","UTTAR PRADESH","31680","13-Jun-2022","12-Jun-2027","9076518957","Active",""
"Uttar Pradesh State Warehousing Corporation","SWC Mahmudabad","3991644","Naveen Mandi Sthal Mahmudabad,","Sitapur","UTTAR PRADESH","5000","26-Mar-2021","25-Mar-2026","9076518943","Active",""
"Uttar Pradesh State Warehousing Corporation","STATE WAREHOUSING CORPORATION MANDI SAMITI DIBIYAPUR","6658082","NAVEEN MANDI STHAL, DIBIYAPUR","Auraiya","UTTAR PRADESH","5000","02-Dec-2022","01-Dec-2027","9076518927","Active",""
"Uttar Pradesh State Warehousing Corporation","Bhansaria Lakhimpur","6567184","UP State warehousing Corporation,","Kheri","UTTAR PRADESH","17920","30-Mar-2022","29-Mar-2027","9076518937","Active",""
"Uttar Pradesh State Warehousing Corporation","Chitbaragaon Ballia","6655112","U.P. State Warehousing Corporation Chitaragaon Krishi Utpadan Mandi Samiti,","Ballia","UTTAR PRADESH","9750","30-Nov-2022","29-Nov-2027","9076519003","Active",""
"Uttar Pradesh State Warehousing Corporation","upswc i.a.old parsakhera","6538029","i.a.old unit, kissan floor mill ke samne, road no 1, parsakhera,","Bareilly","UTTAR PRADESH","16720","27-Oct-2021","26-Oct-2026","9076518971","Active",""
"Uttar Pradesh State Warehousing Corporation","U.P. STATE WAREHOUSING CORPORATION RISIYA","6598684","U.P. STATE WAREHOUSING CORPORATION RISIYA, Naveen Gall Mandi Badgaon Risiya","Bahraich","UTTAR PRADESH","5000","30-Jun-2022","29-Jun-2027","7007558194","Active",""
"Uttar Pradesh State Warehousing Corporation","PEG BHAWANIPUR2nd (SINGH AGRO)","6641435","SINGH AGRO BHAWANIPUR, VINDHYACHAL, MIRZAPUR","Mirzapur","UTTAR PRADESH","10000","13-Oct-2022","12-Oct-2027","9235563791","Active",""
"Uttar Pradesh State Warehousing Corporation","PEG SIKRAPUR","6621544","Bisauli Road Sikrapur Badayu, Bisauli Road Sikrapur Badayu","Budaun","UTTAR PRADESH","10000","26-Aug-2022","25-Aug-2027","9412368111","Active",""
"Uttar Pradesh State Warehousing Corporation","khurja","5951648","junction road khurja,","Bulandshahr","UTTAR PRADESH","2474","07-Jul-2021","06-Jul-2026","9076518818","Active",""
"Uttar Pradesh State Warehousing Corporation","Uttar Pradesh State Warehousing Corporation, Warehouse Gulaothi","6538474","Krishi Utpadan mandi, Near Railway Station","Bulandshahr","UTTAR PRADESH","11400","27-Oct-2021","26-Oct-2026","9076518818","Active",""
"Uttar Pradesh State Warehousing Corporation","KHAIR(UPSWC)","6748891","U.P.STATE WAREHOUSING CORPORATION, MANDI SAMITI KHAIR","Aligarh","UTTAR PRADESH","10824","30-Jun-2023","29-Jun-2028","9076519029","Active",""
"Uttar Pradesh State Warehousing Corporation","UP State WAREHOUSE Lalitpur","6584288","Naveen Galla Mandi, Lalitpur,","Lalitpur","UTTAR PRADESH","11400","30-May-2022","29-May-2027","6390003157","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC Naveen Mandi Budaun","6572580","Naveen Mandi Kakrala Road Budaun,","Budaun","UTTAR PRADESH","13103","29-Apr-2022","28-Apr-2027","9076518976","Active",""
"Uttar Pradesh State Warehousing Corporation","SWC Safdarganj","6431642","Safdarganj Mandi Campus, Barabanki","Bara Banki","UTTAR PRADESH","3000","23-Aug-2021","22-Aug-2026","9076518956","Active",""
"Uttar Pradesh State Warehousing Corporation","SWC Lalganj","6051659","Naveen Mandi Sthal Lalganj,","Rae Bareli","UTTAR PRADESH","3360","15-Jul-2021","14-Jul-2026","9076519035","Active",""
"Uttar Pradesh State Warehousing Corporation","SWC Kaiserganj","6593917","State Warehouse Kaiserganj,","Bahraich","UTTAR PRADESH","8200","13-Jun-2022","12-Jun-2027","9076518966","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC NIDHAULIKALAN","6535413","JAWAHARPUR NIDHAULIKALAN ROAD ETAH,","Etah","UTTAR PRADESH","10000","30-Sep-2021","29-Sep-2026","6390007135","Active",""
"Uttar Pradesh State Warehousing Corporation","mandi samiti bilaspur","6567275","mandi samiti bilaspur, mandi samiti bilaspur","Rampur","UTTAR PRADESH","5000","30-Mar-2022","29-Mar-2027","9076518923","Active",""
"Uttar Pradesh State Warehousing Corporation","U.P.S.W.C. Gonda","6594006","Naveen Galla Mandi, Imaliya Guru Dayal, Post Badgaon, Gonda, Naveen Galla Mandi, Imaliya Guru Dayal, Post Badgaon, Gonda","Gonda","UTTAR PRADESH","15890","13-Jun-2022","12-Jun-2027","9076518964","Active",""
"Uttar Pradesh State Warehousing Corporation","Uttar Pradesh state warehousing corporation Warehouse Bulandsehar","6537849","Naveen Fal evam Sabji Mandi, Krishi Utpadan Mandi, Anoopsehar Road","Bulandshahr","UTTAR PRADESH","17020","27-Oct-2021","26-Oct-2026","9076518818","Active",""
"Uttar Pradesh State Warehousing Corporation","U.P. state ware house rampur maniharan","6572044","up state warehous corporation naveen mandi sthal, devband road rampur maniharan","Saharanpur","UTTAR PRADESH","4480","29-Apr-2022","28-Apr-2027","9076518818","Active",""
"Uttar Pradesh State Warehousing Corporation","SWC IA MORADABAD","6534606","SWC IA MORADABAD, SWC IA MORADABAD","Moradabad","UTTAR PRADESH","90555","29-Sep-2021","28-Sep-2026","9076518918","Active",""
"Uttar Pradesh State Warehousing Corporation","Naveen Mandi Amroha","6597421","Mandi Samiti Amroha,","Jyotiba Phule Nagar","UTTAR PRADESH","5000","27-Jun-2022","26-Jun-2027","9076518921","Active",""
"Uttar Pradesh State Warehousing Corporation","UP STATE WAREHOUSING CORPORATION IA DEORIA (USRA BAZAR)","6536585","PARSAJUNGLE P.O. TIWAI USRA BAZAR DEORIA,","Deoria","UTTAR PRADESH","30240","08-Oct-2021","07-Oct-2026","9076518910","Active",""
"Uttar Pradesh State Warehousing Corporation","U.P. STATE WAREHOUSE BALRAMPUR","6595086","VILLAGE KHUTEHNA, POST BHIKHPUR PASCHIMI, BALRAMPUR, VILLAGE KHUTEHNA, POST BHIKHPUR PASCHIMI, BALRAMPUR","Balrampur","UTTAR PRADESH","5000","13-Jun-2022","12-Jun-2027","6390003166","Active",""
"Uttar Pradesh State Warehousing Corporation","U.P.S.W.C. PARSAKHERA 2ND","6538839","ROAD NUMBER 4,PARSAKHERA BAREILLY,","Bareilly","UTTAR PRADESH","32634","27-Oct-2021","26-Oct-2026","9026514475","Active",""
"Uttar Pradesh State Warehousing Corporation","UP STATE WAREHOUSING CORPORATION MANDI SAMITI BASTI","6597512","MANDI SAMITI BASTI,","Basti","UTTAR PRADESH","5000","27-Jun-2022","26-Jun-2027","8707646250","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC KHADANI","6544597","KHADANI NEAR BLOCK OFFICE, KHADANI","Kannauj","UTTAR PRADESH","8870","06-Dec-2021","05-Dec-2026","9076518935","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC BITHAURA KALAN PILIBHIT","6537211","UPSWC GODAWN PURANPUR ROAD BITHAURAKALAN PILIBHIT,","Pilibhit","UTTAR PRADESH","15956","14-Oct-2021","13-Oct-2026","9076518979","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC BISALPUR MANDI SAMITI","6546576","KRISHI UTPADAN MANDI SAMITI ,MANDI BISALPUR,","Pilibhit","UTTAR PRADESH","5000","20-Dec-2021","19-Dec-2026","9076518980","Active",""
"Uttar Pradesh State Warehousing Corporation","U.P. State Warehouse Jahanabad","6534960","U.P. State Warehousing Corporation, State Warehouse, Mandi Samiti, Koda, Jahanabad,","Fatehpur","UTTAR PRADESH","8927","29-Sep-2021","28-Sep-2026","9076518817","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC MANDI PURANPUR","6539829","MADHOTANDA ROAD MANDI PURANPUR PILIBHIT,","Pilibhit","UTTAR PRADESH","3000","02-Nov-2021","01-Nov-2026","9076518981","Active",""
"Uttar Pradesh State Warehousing Corporation","NEW GODOWN, MANDI SAMITI, SWC MANJHANPUR,KAUSHAMBI","6643779","U.P. STATE WAREHOUSE, MANJHANPUR,KAUSHAMBI, U.P. STATE WAREHOUSE, OSA, MANDI MANJHANPUR,KAUSHAMBI","Kaushambi","UTTAR PRADESH","5000","25-Oct-2022","24-Oct-2027","9076518817","Active",""
"Uttar Pradesh State Warehousing Corporation","U.P. STATE WAREHOUSE, MANDI SAMITI JAHANABAD","6588693","U.P. STATE WAREHOUSE, MANDI SAMITI, KODA, JHANABAD ,FATEHPUR,","Fatehpur","UTTAR PRADESH","5000","01-Jun-2022","31-May-2027","9076518817","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC PUKHRAYAN","6595987","NAVEEN MANDI SAMITI PUKHRAYAN,","Kanpur Dehat","UTTAR PRADESH","5760","16-Jun-2022","15-Jun-2027","9076518932","Active",""
"Uttar Pradesh State Warehousing Corporation","INDUSTRIAL AREA MATHURA","6666903","MAHOLI ROAD MATHURA, MAHOLI ROAD MATHURA","Mathura","UTTAR PRADESH","34390","26-Dec-2022","25-Dec-2027","6390003160","Active",""
"Uttar Pradesh State Warehousing Corporation","WAREHOUSE MANDI SAMITI AHRAURA","6653133","U.P.SWC MANDI SAMITI AHRAURA, MIRZAPUR","Mirzapur","UTTAR PRADESH","5040","23-Nov-2022","22-Nov-2027","8423989860","Active",""
"Uttar Pradesh State Warehousing Corporation","Uttar Pradesh State Warehousing Corporation, Warehouse Sahibabad","6767438","UPSWC, Fruits and Vegetable Mandi, Site 4, Industrial Area Sahibabad,","Ghaziabad","UTTAR PRADESH","12460","31-Jul-2023","30-Jul-2028","9076518996","Active",""
"Uttar Pradesh State Warehousing Corporation","SWC PEG Mandi Samiti Orai","6712269","Mandi Police Chauki Ke Pichhe, Naveen Galla Mandi Sthal Orai,","Jalaun","UTTAR PRADESH","5000","27-Apr-2023","26-Apr-2028","9076519005","Active",""
"Uttar Pradesh State Warehousing Corporation","SWC Mandi Samiti Mauranipur","6728737","Naveen Galla Mandi Mauranipur,","Jhansi","UTTAR PRADESH","3340","02-Jun-2023","01-Jun-2028","9076519011","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC Chirgaon","6652689","Galla Mandi Chirgaon,","Jhansi","UTTAR PRADESH","5000","21-Nov-2022","20-Nov-2027","8840204825","Active",""
"Uttar Pradesh State Warehousing Corporation","UPSWC Vishist Mandi Banda","6652598","Goyra Mugli Mahoba Road Banda,","Banda","UTTAR PRADESH","5000","21-Nov-2022","20-Nov-2027","9076519014","Active",""
"Uttar Pradesh State Warehousing Corporation","UP STATE WAREHOUSE MAURANIPUR","6595896","CHHATARPUR RAOD, MAURANIPUR,","Jhansi","UTTAR PRADESH","7359","16-Jun-2022","15-Jun-2027","9076519011","Active",""
"Uttar Pradesh State Warehousing Corporation","SWC Vishist Mandi Supa, Mahoba","6672844","Vishist Mandi Supa, Mahoba,","Mahoba","UTTAR PRADESH","15000","16-Jan-2023","15-Jan-2028","9076519017","Active",""
"Uttar Pradesh State Warehousing Corporation","U.P.S.W.C. P.E.G. KATRA","6599138","VILLAGE UMARIYA, POST- Shivdayalganj Katra","Gonda","UTTAR PRADESH","10000","01-Jul-2022","30-Jun-2027","9076518821","Active",""
"Uttar Pradesh State Warehousing Corporation","UP STATE WAREHOUSING CORPORATION PEG BIRDPUR","6622351","UP STATE WAREHOUSING CORPORATION PEG BIRDPUR, SHIVPATI NAGAR","Siddharthnagar","UTTAR PRADESH","55000","29-Aug-2022","28-Aug-2027","8318381441","Active",""
"Uttar Pradesh State Warehousing Corporation","PEG LALORIKHEDA FIRST","6666275","P E G Sukhveer Egro, First Unit, Balpur Putti,Lalorikheda ,Pilibhit-262001, P E G Sukhveer Egro, First Unit, Balpur Putti,Lalorikheda ,Pilibhit-262001","Pilibhit","UTTAR PRADESH","45000","26-Dec-2022","25-Dec-2027","9076518987","Active",""
"Uttar Pradesh State Warehousing Corporation","PEG KESARWA","6622625","Dataganj Road,Kisura (Yaduvanshi) 242301, Dataganj Road,Kisura (Yaduvanshi) 242301","Budaun","UTTAR PRADESH","39080","29-Aug-2022","28-Aug-2027","6390003173","Active",""
"Uttar Pradesh State Warehousing Corporation","PEG LALORIKHERA 2","6675813","UP SWC PEG LALORIKHERA 2 NEAR DADU GAS GODAM BALPUR PATTI ,LALORIKHERA PEG, UP SWC PEG LALORIKHERA 2 NEAR DADU GAS GODAM BALPUR PATTI ,LALORIKHERA PEG","Pilibhit","UTTAR PRADESH","45000","20-Jan-2023","19-Jan-2028","9415489677","Active",""
"VEENA CONSTRUCTIONS","VEENA CONSTRUCTIONS","6777692","RAJA KA BAGH, KACHAURA ROAD","Etawah","UTTAR PRADESH","25000","30-Aug-2023","29-May-2028","8864903455","Active",""
